Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
SRR5264037_1	914.0	805.5	1263.5	1817.0	1457.5	1481.0	2535.0	5654.0	9199.0	9271.5	7071.5	6151.5	6776.0	7532.5	8442.5	9270.0	10052.5	11031.0	12257.5	13901.5	15830.5	18269.0	21925.5	26985.0	32864.5	40734.0	52449.5	67074.5	84228.0	105600.5	127823.0	150177.5	175781.0	204111.5	234798.0	264788.0	300612.5	339309.0	377054.5	416952.0	456683.5	496955.5	536168.0	580404.5	624872.5	663370.5	704731.0	744978.5	778771.5	804824.5	815462.5	815709.5	804572.0	778824.5	742741.0	692599.0	630197.5	561715.5	492310.5	425872.5	360832.5	300522.5	247476.5	199478.0	157888.0	124180.5	97215.5	77700.0	63294.5	51204.5	42040.5	35581.0	30122.5	24254.0	20033.5	16796.5	14144.5	12020.0	10321.0	9018.5	7938.0	7132.0	6456.0	5836.5	5296.5	4904.5	4454.5	3997.5	3518.0	3050.0	2632.0	2151.0	1658.5	1294.5	1026.0	809.0	615.5	429.0	300.5	198.0	101.0
SRR5264037_2	859.0	743.0	1195.0	1705.5	1411.0	1464.5	2363.5	4903.0	7967.0	8119.0	6355.0	5849.5	6540.5	7303.5	8119.5	8841.0	9717.0	10769.5	11940.5	13432.0	15238.0	17692.0	21049.5	25934.5	32011.0	39925.0	51381.5	66060.0	83605.0	105068.0	127259.0	150462.0	177279.0	206138.0	237595.0	268026.5	303745.5	341915.5	378669.5	417629.5	455595.0	492684.0	528847.5	570438.0	611938.5	648665.0	687584.0	724882.0	757620.0	783193.0	796022.5	801089.0	796200.0	775838.0	744596.0	700183.5	640769.0	570784.0	501126.0	435216.5	368500.5	306755.0	253557.0	205325.5	162170.0	127575.5	100974.5	82422.5	67914.0	56121.5	46888.0	40621.5	36062.0	30389.0	26054.0	22972.5	20412.0	17848.5	15619.5	13694.0	12034.0	10702.5	9499.0	8252.0	7141.5	6463.0	5723.0	4797.5	3981.5	3290.0	2668.0	2169.0	1717.0	1275.0	942.0	690.0	472.5	314.0	206.5	110.5	48.0
SRR5264040_1	2015.0	1444.5	1377.0	1795.5	1301.0	1311.0	2385.5	5504.0	8727.5	8261.5	5676.5	4262.5	4477.5	4986.5	5382.5	5791.0	6389.5	6937.0	7517.0	8394.0	9446.0	10799.5	12859.0	15849.5	19435.0	24715.0	32659.0	42855.5	55211.0	70999.5	88475.0	106619.5	127320.0	149421.0	172566.0	194446.0	217541.5	241248.0	264075.5	287146.0	309777.0	332795.0	355024.0	385282.0	419470.5	445024.5	477541.0	510113.5	538161.0	560758.5	572588.0	572813.5	573206.5	576379.5	559592.5	538664.5	516474.0	483675.0	454507.0	415268.5	358453.5	299231.0	248691.5	198783.5	155577.5	130210.5	105755.5	82655.0	66990.0	55255.0	45604.0	39776.5	35861.5	33110.5	26944.5	21440.5	17700.0	14494.0	12016.0	9549.0	8468.5	7987.0	7171.0	6587.0	6358.0	6174.5	6053.5	5898.0	5588.0	5160.5	4616.0	3907.5	3235.5	2623.5	2092.5	1658.0	1260.0	929.0	676.0	485.5	275.0
SRR5264040_2	2116.0	1460.5	1226.0	1628.0	1367.0	1424.5	2223.0	4675.0	7272.5	7063.5	5189.0	4240.5	4453.0	4805.5	5250.0	5629.0	6080.5	6728.0	7389.0	8108.0	9189.0	10819.5	13018.5	16144.5	20161.0	25592.0	33546.0	43823.5	56036.5	71518.0	88989.0	108078.5	129013.5	150705.0	174647.0	196743.5	220265.0	244353.5	266456.5	289523.5	312359.0	335157.0	356557.5	386226.5	419880.5	444578.5	476023.5	507309.0	534354.5	555938.0	567151.5	564884.0	562225.5	565869.0	550744.0	530293.0	508257.5	475541.5	448078.5	411005.0	355376.5	298172.0	250195.0	201942.0	158365.5	132768.0	109090.5	86400.0	70230.0	58978.5	50830.0	45195.0	40565.5	37847.5	32816.5	27673.5	23095.5	18954.0	16041.0	13449.5	11596.5	10244.5	8931.5	7771.0	6884.0	6112.0	5475.0	4862.5	4272.0	3686.0	3127.0	2562.0	2061.0	1649.5	1228.5	887.0	629.0	389.0	226.0	134.5	60.5
SRR5264043_1	444.0	368.5	562.0	804.5	606.0	610.0	1147.5	2393.5	4308.5	5016.0	4014.5	3442.5	3795.5	4268.5	4720.0	5177.5	5755.0	6443.5	7218.0	7979.0	8935.5	10234.5	11991.0	14513.5	17521.5	21752.0	28211.5	36906.0	47609.0	62176.5	79019.5	97251.0	119146.0	142810.0	168706.5	193678.5	221247.5	251328.5	281653.0	313938.5	346160.5	378734.0	411285.0	448676.0	486462.0	520167.0	556066.5	592013.0	621579.5	643823.5	654985.5	658708.0	653298.5	635505.5	607352.5	568719.5	522646.5	471857.5	416754.0	363353.5	311965.5	263639.5	219380.0	177547.5	142392.5	113661.5	90302.0	73030.0	61402.0	51144.0	43379.0	37962.5	32741.0	27490.0	23578.5	20968.5	18579.5	16206.5	14633.5	13352.0	12312.5	11482.5	10678.0	9960.0	9429.5	8998.5	8367.0	7775.0	7093.5	6405.5	5541.0	4479.0	3544.5	2747.5	2128.5	1610.5	1145.0	817.5	592.5	374.0	194.0
SRR5264043_2	429.0	351.5	449.0	641.0	550.0	598.0	1055.0	2019.5	3544.0	4166.0	3464.0	3186.5	3588.0	4003.5	4419.0	4960.0	5621.0	6239.5	6984.5	7830.5	8829.0	10114.5	11891.0	14457.5	17497.0	21898.5	28633.0	37525.0	48562.0	63241.0	79983.5	98150.0	120563.0	145244.0	171127.5	196398.0	224409.5	255372.0	286067.0	316962.5	347810.5	378871.5	409085.5	443695.5	478379.0	508965.5	541648.0	573459.0	601501.5	624754.0	637992.5	643772.0	641165.5	625745.0	601906.0	568138.5	523005.0	470102.5	416450.5	366274.0	316038.0	266223.5	221482.0	181821.0	146827.5	117986.0	94640.0	78178.5	66162.5	56424.0	48355.0	43217.0	39618.0	35301.5	31854.5	29170.0	26943.5	24471.0	22085.0	20153.0	18433.0	16683.5	15110.5	13365.5	11765.0	10634.5	9546.5	8243.5	6816.0	5615.5	4650.5	3729.0	2872.0	2126.5	1614.5	1193.0	771.5	499.0	306.5	170.0	72.5
SRR5264054_1	615.0	494.0	627.5	833.5	606.0	594.5	1184.0	3061.5	5003.0	4946.0	3783.0	3272.0	3628.0	4082.0	4477.0	4931.5	5544.5	6145.5	6754.0	7618.5	8647.0	10149.0	12335.5	15357.5	19523.5	25306.0	33604.5	44619.5	57870.5	74939.0	94995.0	116422.0	140968.5	167539.0	195322.5	221929.0	249950.5	279535.5	307663.5	336040.5	364952.5	394822.0	423820.5	459955.5	502302.0	536832.5	574028.5	607526.5	639074.5	666997.5	690345.5	685907.0	658751.5	640748.5	610303.5	575327.0	541384.0	499328.5	459907.5	409462.0	345241.5	281821.0	228038.5	178648.0	137204.0	113710.5	91013.0	69798.5	55245.0	44291.0	36068.0	31218.0	27026.5	25956.5	21456.5	16484.5	13306.0	10542.5	8436.5	6185.0	4963.0	4262.5	3545.5	3003.5	2584.5	2189.5	1941.0	1635.0	1366.5	1177.5	946.0	695.5	523.5	423.5	330.0	230.5	174.0	131.0	84.5	43.0	13.0
SRR5264054_2	638.0	500.5	573.0	786.5	658.0	701.0	1141.5	2507.0	4074.5	4177.5	3369.0	3023.0	3303.5	3704.5	4158.5	4643.5	5161.5	5733.5	6422.5	7330.5	8596.5	10241.0	12328.0	15476.0	19726.0	25721.0	34157.0	44913.5	58216.5	75577.5	95998.5	117982.0	142469.0	169550.0	198459.0	226706.0	257242.5	288289.5	316259.0	344458.5	373389.0	402256.5	430654.5	465946.5	506511.5	538318.0	571756.5	603064.0	635212.5	663693.5	682563.5	669479.0	638274.0	624772.5	597254.0	561115.0	527930.5	487454.0	448888.0	401938.5	341313.5	278871.5	227448.5	180694.5	140028.0	117019.0	95156.0	73786.0	58928.5	48440.5	40903.0	35564.0	31134.0	30097.0	26161.0	21845.0	17938.5	14018.0	11332.5	8920.0	7257.0	6159.0	5059.5	4092.0	3291.5	2680.0	2276.5	1865.5	1527.5	1308.5	1045.0	812.5	648.5	494.0	376.5	280.5	190.0	118.0	67.5	40.5	22.5
SRR5264057_1	1935.0	1395.5	1335.5	1739.5	1332.5	1338.5	2295.0	5156.5	7939.5	7245.0	4765.0	3584.0	3820.5	4156.5	4477.0	4841.0	5210.0	5655.5	6302.5	7031.0	7856.0	9074.0	10620.5	12798.5	15615.5	19457.5	25160.5	32647.0	41974.5	54137.0	67724.5	81973.5	99317.0	117547.0	136459.5	154274.5	172171.5	192361.5	210677.5	227522.5	244565.5	262248.5	278914.5	296521.0	315521.0	333320.0	351276.0	367140.5	381599.5	393988.5	400536.0	403026.5	402494.0	397051.5	384740.5	363404.0	338013.0	309646.5	281687.0	250706.5	216735.0	186340.5	158174.5	130444.0	105862.0	85517.5	69252.5	57601.0	48311.5	43437.0	38424.5	34998.5	31840.0	27774.5	24948.5	23160.5	21624.5	19633.5	18847.5	18322.5	17436.0	17332.0	17148.0	16602.0	16181.0	15835.5	15236.0	14388.5	13481.0	12365.0	11085.5	9609.5	7927.0	6422.5	5200.5	4063.0	3137.5	2465.0	1808.0	1225.5	677.0
