Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
SRR5264037_1	32.4619467484	32.5686702863	32.6380500865	36.0799507082	36.166648837	36.2253046695	36.1673220813	36.1917154877	37.9940371746	37.9022929937	37.9249963471	39.3569871149	39.3136387065	39.3143977735	39.1976686922	39.0576655632	39.1294737931	39.0339854426	38.9464701933	38.9318137925	38.8852242345	38.831031843	38.7404085788	38.6519277411	38.5380828796	38.4150108107	38.2858765915	38.1342592884	37.9971547832	37.8578104398	37.6863171248	37.5170127011	37.340784674	37.1551212509	36.825630173	36.6389773553	36.3845734572	36.0628269842	35.7382874713	35.3807944392	35.0046699898	34.6494703668	33.358470346	33.9312946193	33.7822724443	33.5520412459	33.3112772951	33.108092056	32.9301674709	32.8110860524	32.6992247359	32.6275305356	32.5492586195	32.4755583798	31.8260634141
SRR5264037_2	32.0664957718	32.1627730907	32.2555192118	35.7213907403	35.7170303959	35.835026566	35.7941826251	35.8234541006	37.5655568322	37.4770801764	37.4538969806	38.8721907864	38.8760051174	38.9018634151	38.8815310392	38.8398610403	38.7959163275	38.7070021121	38.6340520291	38.5452907914	38.4408249943	38.3441651626	38.2511351157	38.1640157173	38.0760064676	37.9473705673	37.7832042775	37.6527891122	37.4948575476	36.498057617	36.6806090619	37.0382620415	36.9527755173	36.7621695761	36.5341057585	36.2920482888	35.9785994311	35.6550624596	35.2943697407	34.8720818953	34.4758937993	34.0945142345	33.7190012042	33.3561922155	33.0286338996	32.7006373135	32.2632077312	31.9261130273	31.6790742552	31.4211683226	31.193450994	30.9554961271	30.7394368134	30.5384975895	29.0967216842
SRR5264040_1	32.5368931945	32.6481006934	32.7153245617	36.1422646598	36.220260322	36.2795893082	36.2255741323	36.2515770815	38.0536683959	37.9715462467	37.9908584609	39.4523423967	39.4025879022	39.3908178099	39.2702853668	39.126832267	39.1814555867	39.0814186824	38.9814276383	38.9653369904	38.9135084088	38.8523326915	38.7539805844	38.6544304544	38.5269112562	38.3855163203	38.245620543	38.074288078	37.9376564851	37.7776698418	37.5911830637	37.3903556047	37.1899457876	36.9869020856	36.6451020879	36.4469961996	36.1917141637	35.8770050085	35.5747840749	35.2505476213	34.9183464324	34.6011139541	33.3714514496	33.9825237094	33.8772852857	33.7015244413	33.5007782915	33.3362346584	33.1886089592	33.0960241494	33.0110036531	32.959063465	32.9005513175	32.8425050136	32.2492939753
SRR5264040_2	32.1351962711	32.2292701885	32.3171880951	35.7768210487	35.7619635484	35.8680566733	35.8304027677	35.8549534632	37.5909328676	37.5158592931	37.4898165719	38.927771527	38.9222800037	38.9318228291	38.9056016384	38.8598183977	38.7972421951	38.7029457491	38.6150216102	38.5259050323	38.4160300028	38.3146071674	38.2140565416	38.1189625306	38.0183959456	37.8762970385	37.7106209127	37.5648287593	37.4063067985	36.3939169622	36.5608764548	36.8641892086	36.7418228233	36.5267870768	36.2778915778	36.0278259036	35.7239601969	35.4226379515	35.0952810546	34.7361097441	34.4161277756	34.105064133	33.8099894388	33.5326356833	33.2831253038	33.0588670332	32.72172731	32.4977493166	32.3466330858	32.2057549694	32.0985499583	31.9807026282	31.892727009	31.7984633822	30.5922873845
SRR5264043_1	32.3925022838	32.5031251197	32.5599263439	36.0257137231	36.1078862365	36.1698723805	36.1208062103	36.1526243921	37.9435669196	37.8477594101	37.8606423576	39.264226392	39.1989167314	39.1595247977	38.9982918305	38.8388668296	38.8816858032	38.7478688481	38.6475775946	38.623832764	38.5710492919	38.5064969791	38.4071162046	38.3033151746	38.1785591451	38.0314827566	37.8870255978	37.7142282724	37.5701818907	37.4197374377	37.2495938384	37.0660154519	36.8932005536	36.6973182051	36.3767801025	36.1831281556	35.9304197277	35.6064208409	35.2910224606	34.9440958528	34.5770936127	34.2307797688	32.9492640201	33.5545755406	33.4296687048	33.2067719587	32.9541767295	32.7501939182	32.5657865586	32.4404943137	32.3246311724	32.2541876357	32.1734784324	32.1032908664	31.4721180303
SRR5264043_2	32.0238044216	32.117830085	32.209423565	35.678252917	35.6420945495	35.7266253303	35.7005112577	35.7155253571	37.4504554617	37.350843435	37.3183916342	38.7122657391	38.6994559554	38.6898423354	38.6281376669	38.5729478923	38.5098225128	38.392458112	38.3107460519	38.2097907857	38.1057572726	37.9976778017	37.8991828903	37.7917928001	37.68505103	37.5234233886	37.3407847466	37.1877941595	37.0121705236	36.002414371	36.1744313054	36.507700797	36.4046842948	36.197832779	35.9675728151	35.7099125317	35.3911789764	35.0497987654	34.6832003963	34.2612839767	33.872290478	33.4994476817	33.1496757203	32.8094562494	32.5224698319	32.2345538581	31.8500522745	31.5423308959	31.3212299791	31.084650236	30.8809714989	30.6618970825	30.4712306287	30.295013272	28.9112016504
SRR5264054_1	32.5282356034	32.6372656406	32.7164890622	36.1355850483	36.2181775522	36.2735594065	36.2225674749	36.2423106096	38.0470900193	37.9652986687	37.9902175448	39.4527778262	39.4185775037	39.4242533324	39.3214505462	39.1902568686	39.2707667557	39.190463327	39.100019119	39.0935236103	39.0509250975	39.001015641	38.9109542728	38.8165855126	38.6986562106	38.57112712	38.4475031336	38.3005198316	38.1810362013	38.0392772443	37.8639424733	37.68111271	37.4897546752	37.3018800086	36.9633814751	36.7782077477	36.5351435024	36.2267743032	35.9226373365	35.5895427871	35.2402033783	34.9072906729	33.6482921442	34.2370548056	34.1095398321	33.9116590416	33.695385553	33.5164197272	33.3607695495	33.2618559405	33.1686549502	33.1108543672	33.0526884838	32.9929340817	32.3835419691
SRR5264054_2	32.0489777611	32.1443345534	32.23545602	35.7010935977	35.6990444142	35.8217999525	35.779050298	35.8085084944	37.532695618	37.454519461	37.4357625156	38.8599860672	38.8608421094	38.8890632666	38.8848711478	38.8496847676	38.8026797141	38.7262595393	38.6445644416	38.5672022716	38.4654229913	38.3736952465	38.2808899956	38.1966154513	38.103926757	37.9770514622	37.8227741308	37.7003276877	37.5595339582	36.5602869686	36.7378560576	37.0678039758	36.9684667552	36.773934579	36.5379682704	36.3032221527	36.0127117688	35.7209749417	35.3983949292	35.0302644175	34.6930004222	34.3600792927	34.0326403672	33.7178969873	33.4232196255	33.1471211493	32.748195299	32.4676223292	32.2618880577	32.0652730671	31.8973678694	31.7164897533	31.5630112387	31.4058385538	30.048856828
SRR5264057_1	32.3932825771	32.4910551355	32.542697863	36.0170014818	36.0993278081	36.1685667241	36.1237621831	36.1616574303	37.9580959046	37.8616876064	37.8650031582	39.257620367	39.1756481907	39.0986051973	38.8812015136	38.6969923685	38.7041097849	38.5257977439	38.4009255241	38.3530906032	38.2815454531	38.2002854889	38.0804262854	37.9639992972	37.8234362778	37.6593366876	37.5041555689	37.3278302742	37.1706630034	37.0011032528	36.8086050547	36.6123864486	36.4199023631	36.2198190051	35.902196295	35.7081663186	35.4694966949	35.1498125659	34.8549638056	34.520726594	34.1823104906	33.8524354354	32.6008738475	33.1969138336	33.0789159977	32.8585345218	32.6118939463	32.4046074074	32.2153780166	32.0833708017	31.9653977246	31.8865640747	31.8020084152	31.7248230587	31.1203828525
